pokedex_number,pokemon_name,type_1,type_2,shape,height,weight,bmi,hit_points,attack,defense,special_attack,special_defense,speed,total_stats,mean,standard_deviation,capture_rate,generation,base_happiness,base_experience,exp_type,exp_to_level_100,can_evolve,evolves_from,final_evolution,mega_evolution,is_default,baby_pokemon,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,genus,egg_group_1,egg_group_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
738,Vikavolt Totem,Bug,Electric,Armor,2.6,147.5,21.8,77,70,90,145,75,43,500,83.33,30.99,45,8,70,225,Medium Fast,1000000,False,Charjabug,True,False,False,False,False,False,False,False,False,False,0.5,Stag Beetle ,Bug,,15,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
739,Crabrawler,Fighting,,Armor,0.6,7.0,19.4,47,82,57,42,47,63,338,56.33,13.44,225,7,70,68,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Boxing ,Water 3,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
740,Crabominable,Fighting,Ice,Armor,1.7,180.0,62.3,97,132,77,62,67,43,478,79.67,28.47,60,7,70,167,Medium Fast,1000000,False,Crabrawler,True,False,True,False,False,False,False,False,False,False,0.5,Woolly Crab ,Water 3,,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
741,Oricorio Baile Style,Fire,Flying,Wings,0.6,3.4,9.4,75,70,70,98,70,93,476,79.33,11.66,45,7,70,167,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.75,Dancing ,Flying,,20,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
741,Oricorio Pa'u Style,Psychic,Flying,Wings,0.6,3.4,9.4,75,70,70,98,70,93,476,79.33,11.66,45,7,70,167,Medium Fast,1000000,False,,True,False,False,False,False,False,False,False,False,False,0.75,Dancing ,Flying,,20,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
741,Oricorio Pom-Pom Style,Electric,Flying,Wings,0.6,3.4,9.4,75,70,70,98,70,93,476,79.33,11.66,45,7,70,167,Medium Fast,1000000,False,,True,False,False,False,False,False,False,False,False,False,0.75,Dancing ,Flying,,20,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
741,Oricorio Sensu Style,Ghost,Flying,Wings,0.6,3.4,9.4,75,70,70,98,70,93,476,79.33,11.66,45,7,70,167,Medium Fast,1000000,False,,True,False,False,False,False,False,False,False,False,False,0.75,Dancing ,Flying,,20,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
742,Cutiefly,Bug,Fairy,Armor,0.1,0.2,20.0,40,45,40,55,40,84,304,50.67,15.83,190,7,70,61,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Bee Fly ,Bug,Fairy,20,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
743,Ribombee,Bug,Fairy,Bug-Wings,0.2,0.5,12.5,60,55,60,95,70,124,464,77.33,24.64,75,7,70,162,Medium Fast,1000000,False,Cutiefly,True,False,True,False,False,False,False,False,False,False,0.5,Bee Fly ,Bug,Fairy,20,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
743,Ribombee Totem,Bug,Fairy,Bug-Wings,0.4,2.0,12.5,60,55,60,95,70,124,464,77.33,24.64,75,7,70,162,Medium Fast,1000000,False,Cutiefly,True,False,False,False,False,False,False,False,False,False,0.5,Bee Fly ,Bug,Fairy,20,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
744,Rockruff,Rock,,Quadruped,0.5,9.2,36.8,45,65,40,30,40,60,280,46.67,12.13,190,7,70,56,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Puppy ,Field,,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
744,Rockruff Own Tempo,Rock,,Quadruped,0.5,9.2,36.8,45,65,40,30,40,60,280,46.67,12.13,190,7,70,56,Medium Fast,1000000,True,,False,False,False,False,False,False,False,False,False,False,0.5,Puppy ,Field,,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
745,Lycanroc Dusk,Rock,,Quadruped,0.8,25.0,39.1,75,117,65,55,65,110,487,81.17,23.67,90,7,70,170,Medium Fast,1000000,False,Rockruff,False,False,False,False,False,False,False,False,False,False,0.5,Wolf ,Field,,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
745,Lycanroc Midday,Rock,,Quadruped,0.8,25.0,39.1,75,115,65,55,65,112,487,81.17,23.6,90,7,70,170,Medium Fast,1000000,False,Rockruff,False,False,True,False,False,False,False,False,False,False,0.5,Wolf ,Field,,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
745,Lycanroc Midnight,Rock,,Quadruped,1.1,25.0,20.7,85,115,75,55,75,82,487,81.17,17.89,90,7,70,170,Medium Fast,1000000,False,Rockruff,False,False,False,False,False,False,False,False,False,False,0.5,Wolf ,Field,,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
746,Wishiwashi School,Water,,Fish,8.2,78.6,1.2,45,140,130,140,135,30,620,103.33,46.87,60,7,70,217,Fast,800000,False,,False,False,False,False,False,False,False,False,False,False,0.5,Small Fry ,Water 2,,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
746,Wishiwashi Solo,Water,,Fish,0.2,0.3,7.5,45,20,20,25,25,40,175,29.17,9.75,60,7,70,61,Fast,800000,False,,False,False,True,False,False,False,False,False,False,False,0.5,Small Fry ,Water 2,,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
747,Mareanie,Poison,Water,Blob,0.4,8.0,50.0,50,53,62,43,52,45,305,50.83,6.15,190,7,70,61,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Brutal Star ,Water 1,,20,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
748,Toxapex,Poison,Water,Tentacles,0.7,14.5,29.6,50,63,152,53,142,35,495,82.5,46.43,75,7,70,173,Medium Fast,1000000,False,Mareanie,True,False,True,False,False,False,False,False,False,False,0.5,Brutal Star ,Water 1,,20,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
749,Mudbray,Ground,,Quadruped,1.0,110.0,110.0,70,100,70,45,55,45,385,64.17,19.02,190,7,70,77,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Donkey ,Field,,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
750,Mudsdale,Ground,,Quadruped,2.5,920.0,147.2,100,125,100,55,85,35,500,83.33,30.09,60,7,70,175,Medium Fast,1000000,False,Mudbray,True,False,True,False,False,False,False,False,False,False,0.5,Draft Horse ,Field,,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
751,Dewpider,Water,Bug,Legs,0.3,4.0,44.4,38,40,52,40,72,27,269,44.83,14.15,200,7,70,54,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Water Bubble ,Water 1,Bug,15,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
752,Araquanid,Water,Bug,Armor,1.8,82.0,25.3,68,70,92,50,132,42,454,75.67,29.79,100,7,70,159,Medium Fast,1000000,False,Dewpider,True,False,True,False,False,False,False,False,False,False,0.5,Water Bubble ,Water 1,Bug,15,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
752,Araquanid Totem,Water,Bug,Armor,3.1,217.5,22.6,68,70,92,50,132,42,454,75.67,29.79,100,7,70,159,Medium Fast,1000000,False,Dewpider,True,False,False,False,False,False,False,False,False,False,0.5,Water Bubble ,Water 1,Bug,15,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
753,Fomantis,Grass,,Upright,0.3,1.5,16.7,40,55,35,50,35,35,250,41.67,7.99,190,7,70,50,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Sickle Grass ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
754,Lurantis,Grass,,Humanoid,0.9,18.5,22.8,70,105,90,80,90,45,480,80.0,18.93,75,7,70,168,Medium Fast,1000000,False,Fomantis,True,False,True,False,False,False,False,False,False,False,0.5,Bloom Sickle ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
754,Lurantis Totem,Grass,,Humanoid,1.5,58.0,25.8,70,105,90,80,90,45,480,80.0,18.93,75,8,70,168,Medium Fast,1000000,False,Fomantis,True,False,False,False,False,False,False,False,False,False,0.5,Bloom Sickle ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
755,Morelull,Grass,Fairy,Blob,58.0,1.5,0.0,40,35,55,65,75,15,285,47.5,19.95,190,7,70,57,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Illuminating ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
756,Shiinotic,Grass,Fairy,Humanoid,1.0,11.5,11.5,60,45,80,90,100,30,405,67.5,24.79,75,7,70,142,Medium Fast,1000000,False,Morelull,True,False,True,False,False,False,False,False,False,False,0.5,Illuminating ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
757,Salandit,Poison,Fire,Quadruped,0.6,4.8,13.3,48,44,40,71,40,77,320,53.33,14.96,120,7,70,64,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.125,Toxic Lizard ,Monster,Dragon,20,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
758,Salazzle,Poison,Fire,Quadruped,1.2,22.2,15.4,68,64,60,111,60,117,480,80.0,24.26,45,7,70,168,Medium Fast,1000000,False,Salandit,True,False,True,False,False,False,False,False,False,False,1.0,Toxic Lizard ,Monster,Dragon,20,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
758,Salazzle Totem,Poison,Fire,Quadruped,2.1,81.0,18.4,68,64,60,111,60,117,480,80.0,24.26,45,7,70,168,Medium Fast,1000000,False,Salandit,True,False,False,False,False,False,False,False,False,False,1.0,Toxic Lizard ,Monster,Dragon,20,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
759,Stufful,Normal,Fighting,Quadruped,0.5,6.8,27.2,70,75,50,45,50,50,340,56.67,11.43,140,7,70,68,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Flailing ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
760,Bewear,Normal,Fighting,Upright,2.1,135.0,30.6,120,125,80,55,60,60,500,83.33,28.82,70,7,70,175,Medium Fast,1000000,False,Stufful,True,False,True,False,False,False,False,False,False,False,0.5,Strong Arm ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
761,Bounsweet,Grass,,Legs,0.3,3.2,35.6,42,30,38,30,38,32,210,35.0,4.58,235,7,70,42,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,1.0,Fruit ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
762,Steenee,Grass,,Humanoid,0.7,8.2,16.7,52,40,48,40,48,62,290,48.33,7.52,120,7,70,102,Medium Slow,1059860,True,Bounsweet,False,False,True,False,False,False,False,False,False,False,1.0,Fruit ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
763,Tsareena,Grass,,Humanoid,1.2,21.4,14.9,72,120,98,50,98,72,510,85.0,22.83,45,7,70,230,Medium Slow,1059860,False,Steenee,True,False,True,False,False,False,False,False,False,False,1.0,Fruit ,Grass,,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
764,Comfey,Fairy,,Ball,0.1,0.3,30.0,51,52,90,82,110,100,485,80.83,22.45,60,7,70,170,Fast,800000,False,,True,False,True,False,False,False,False,False,False,False,0.75,Posy Picker ,Grass,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
765,Oranguru,Normal,Psychic,Humanoid,1.5,76.0,33.8,90,60,80,90,110,60,490,81.67,17.72,45,7,70,172,Slow,1250000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Sage ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
766,Passimian,Fighting,,Upright,2.0,82.8,20.7,100,120,90,40,60,80,490,81.67,26.09,45,7,70,172,Slow,1250000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Teamwork ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
767,Wimpod,Bug,Water,Tentacles,0.5,12.0,48.0,25,35,40,20,30,80,230,38.33,19.72,90,7,70,46,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Turn Tail ,Bug,Water 3,20,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
768,Golisopod,Bug,Water,Humanoid,2.0,108.0,27.0,75,125,140,60,90,40,530,88.33,34.96,45,7,70,186,Medium Fast,1000000,False,Wimpod,True,False,True,False,False,False,False,False,False,False,0.5,Hard Scale ,Bug,Water 3,20,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
769,Sandygast,Ghost,Ground,Squiggle,0.5,70.0,280.0,55,55,80,70,45,15,320,53.33,20.55,140,7,70,64,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Sand Heap ,Amorphous,,15,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
770,Palossand,Ghost,Ground,Squiggle,1.3,250.0,147.9,85,75,110,100,75,35,480,80.0,23.8,60,7,70,168,Medium Fast,1000000,False,Sandygast,True,False,True,False,False,False,False,False,False,False,0.5,Sand Castle ,Amorphous,,15,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
771,Pyukumuku,Water,,Squiggle,0.3,1.2,13.3,55,60,130,30,130,5,410,68.33,47.14,60,7,70,144,Fast,800000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Sea Cucumber ,Water 1,,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
772,Type: Null,Normal,,Quadruped,1.9,120.5,33.4,95,95,95,95,95,59,534,89.0,13.42,3,7,0,107,Slow,1250000,False,,False,False,True,False,False,False,False,True,False,True,0.0,Synthetic ,Undiscovered,,120,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
773,Silvally,Normal,,Quadruped,2.3,100.5,19.0,95,95,95,95,95,95,570,95.0,0.0,3,7,0,257,Slow,1250000,False,Type Null,True,False,True,False,False,False,False,True,False,True,0.0,Synthetic ,Undiscovered,,120,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
774,Minior Blue,Rock,Flying,Ball,0.3,0.3,3.3,60,100,60,100,60,120,500,83.33,24.27,30,7,70,175,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Blue Meteor,Rock,Flying,Ball,0.3,40.0,444.4,60,60,100,60,100,60,440,73.33,18.86,30,7,70,154,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Green,Rock,Flying,Ball,0.3,0.3,3.3,60,100,60,100,60,120,500,83.33,24.27,30,7,70,175,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Green Meteor,Rock,Flying,Ball,0.3,40.0,444.4,60,60,100,60,100,60,440,73.33,18.86,30,7,70,154,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Indigo,Rock,Flying,Ball,0.3,0.3,3.3,60,100,60,100,60,120,500,83.33,24.27,30,7,70,175,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Indigo Meteor,Rock,Flying,Ball,0.3,40.0,444.4,60,60,100,60,100,60,440,73.33,18.86,30,7,70,154,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Orange,Rock,Flying,Ball,0.3,0.3,3.3,60,100,60,100,60,120,500,83.33,24.27,30,7,70,175,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Orange Meteor,Rock,Flying,Ball,0.3,40.0,444.4,60,60,100,60,100,60,440,73.33,18.86,30,7,70,154,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Red,Rock,Flying,Ball,0.3,0.3,3.3,60,100,60,100,60,120,500,83.33,24.27,30,7,70,175,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Red Meteor,Rock,Flying,Ball,0.3,40.0,444.4,60,60,100,60,100,60,440,73.33,18.86,30,7,70,154,Medium Slow,1059860,False,,False,False,True,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Violet,Rock,Flying,Ball,0.3,0.3,3.3,60,100,60,100,60,120,500,83.33,24.27,30,7,70,175,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Violet Meteor,Rock,Flying,Ball,0.3,40.0,444.4,60,60,100,60,100,60,440,73.33,18.86,30,7,70,154,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Yellow,Rock,Flying,Ball,0.3,0.3,3.3,60,100,60,100,60,120,500,83.33,24.27,30,7,70,175,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
774,Minior Yellow Meteor,Rock,Flying,Ball,0.3,40.0,444.4,60,60,100,60,100,60,440,73.33,18.86,30,7,70,154,Medium Slow,1059860,False,,False,False,False,False,False,False,False,False,False,True,0.0,Meteor ,Mineral,,25,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
775,Komala,Normal,,Humanoid,0.4,19.9,124.4,65,115,65,75,95,65,480,80.0,18.93,45,7,70,168,Slow,1250000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Drowsing ,Field,,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
776,Turtonator,Fire,Dragon,Upright,2.0,212.0,53.0,60,78,135,91,85,36,485,80.83,30.3,70,7,70,170,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Blast Turtle ,Monster,Dragon,20,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
777,Togedemaru,Electric,Steel,Upright,0.3,3.3,36.7,65,98,63,40,73,96,435,72.5,20.02,180,7,70,152,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Roly-Poly ,Field,Fairy,10,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
777,Togedemaru Totem,Electric,Steel,Upright,0.6,13.0,36.1,65,98,63,40,73,96,435,72.5,20.02,180,8,70,152,Medium Fast,1000001,False,,True,False,False,False,False,False,False,False,False,False,0.5,Roly-Poly ,Field,Fairy,10,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
778,Mimikyu Busted,Ghost,Fairy,Squiggle,0.2,0.7,17.5,55,90,80,50,105,96,476,79.33,20.43,45,7,70,167,Medium Fast,1000000,False,,True,False,False,False,False,False,False,False,False,False,0.5,Disguise ,Amorphous,,20,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
778,Mimikyu Disguised,Ghost,Fairy,Squiggle,0.2,0.7,17.5,55,90,80,50,105,96,476,79.33,20.43,45,7,70,167,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Disguise ,Amorphous,,20,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
778,Mimikyu Totem Busted,Ghost,Fairy,Squiggle,0.4,2.8,17.5,55,90,80,50,105,96,476,79.33,20.43,45,7,70,167,Medium Fast,1000000,False,,True,False,False,False,False,False,False,False,False,False,0.5,Disguise ,Amorphous,,20,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
778,Mimikyu Totem Disguised,Ghost,Fairy,Squiggle,0.4,2.8,17.5,55,90,80,50,105,96,476,79.33,20.43,45,7,70,167,Medium Fast,1000000,False,,True,False,False,False,False,False,False,False,False,False,0.5,Disguise ,Amorphous,,20,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
779,Bruxish,Water,Psychic,Fish,0.9,19.0,23.5,68,105,70,70,70,92,475,79.17,14.19,80,7,70,166,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Gnash Teeth ,Water 2,,15,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
780,Drampa,Normal,Dragon,Squiggle,3.0,185.0,20.6,78,60,85,135,91,36,485,80.83,30.3,70,7,70,170,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Placid ,Monster,Dragon,20,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
